segmentId,name_vn,lat_start,lon_start,lat_end,lon_end,laneCount_aggregated,speedLimit,frc,roadType,surface,oneway,width,ref,busRoute,bicycleLane,sidewalk,bridgeTunnel,maxHeight,maxWeight,barrier,lit,crossing,curvatureIndex,bearing,lengthKm,intersectionCount,routeSlopePercent,startElevation,endElevation
63912295e9183a9f8c702bb66225df24,Phan Văn Trị,10.8319624,106.6745438,10.8269605,106.6885765,1.0,50.0,,,,,,,,,,,,,,,,0.019035,109.94497931801544,1.631173656648981,4,-1.2874165736063672,30.0,9.0
e29478f607afdcf40384533ee444e45d,Trường Chinh,10.8373896,106.6187325,10.7959135,106.647854,1.0,50.0,,,,,,,,,,,,,,,,0.070598,145.40508600678476,5.584755562783457,4,0.30440007282122045,10.0,27.0
859cc58eabb3db34a6b9b682885efa1e,Vĩnh Phú 14,10.8683289,106.706146,10.868702,106.7062328,1.0,50.0,,residential,asphalt,,,,,,,,,,,,,0.00046,12.869596722019935,0.042347125645602154,3,0.0,9.0,9.0
8ccdc41e826b62aee68d239a63d9f13d,Tân Quý,10.7987681,106.6196106,10.7951375,106.6203627,1.0,50.0,,,,,,,,,,,,,,,,0.004383,168.49793200003683,0.4099289273299881,4,-0.48788945269774114,32.0,30.0
b886bd4f4dc50467f457ac903cb1c28d,Đường Lý Thường Kiệt,10.7778843,106.6559639,10.773825,106.6615589,1.0,50.0,,,,,,,,,,,,,,,,0.009654,126.44705817141346,0.7589855881969971,1,0.26350961482036644,17.0,19.0
c0463e7f9e4e9d97dac360cd1f8fb1cc,Xa Lộ Hà Nội,10.8000814,106.7343734,10.8019073,106.7457465,1.0,50.0,,,,,,,,,,,,,,,,0.013199,80.7165266595672,1.2600562646348807,4,-1.4285076393168645,29.0,11.0
b8f135fa2b5d4ab8d9b6072920257679,Cầu Tân Thuận 2,10.7537495,106.7224037,10.7537495,106.7224037,1.0,50.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,5,0.0,30.0,30.0
a74bb3e390dc39da5adac4d4e9e96947,Nguyễn Đình Chiểu,10.8033297,106.6789788,10.8034825,106.6796467,1.0,50.0,,,,,,,,,,,,,,,,0.000821,76.8892058985233,0.07497113037032939,2,1.3338467688300462,6.0,7.0
5c004ea2ebb15c29edb255aed69fafd1,Phạm Văn Đồng,10.8402083,106.7418062,10.8380903,106.7343264,2.5,50.0,,trunk,,yes,,,,,,,,,,,,0.009598,253.91809705636985,0.8507816510638108,3,-1.0578507409917068,16.0,7.0
2b4070260e2726ad3905ed6b34017434,Đường Song Hành Xa lộ Hà Nội,10.8488622,106.7742039,10.855961,106.7849851,1.0,50.0,,,,,,,,,,,,,,,,0.01788,56.15978555379763,1.416412679913675,3,-0.9178116084637354,27.0,14.0
9e205e5e69a296f06e99f9c9ff8f78fe,Quách Thị Trang,10.7047386,106.8353721,10.7048398,106.8345554,1.0,50.0,,,,,,,,,,,,,,,,0.000918,277.187586837696,0.0900413161610143,2,-1.1106012691015903,34.0,33.0
4ff1c86146a8f15a787642fe50ee30d5,Xa Lộ Hà Nội,10.8020857,106.7438001,10.8006952,106.7363742,1.0,50.0,,,,,,,,,,,,,,,,0.008816,259.2080360296418,0.8265338708828588,4,2.5407307237837617,10.0,31.0
