street_name,long_snode,lat_snode,long_enode,lat_enode,length_km
Vĩnh Phú,106.7070109,10.8838911,106.7005955,10.8701485,1.6810336648800799
Vĩnh Phú 14,106.706146,10.8683289,106.7062328,10.868702,0.042555851833558894
Vũ Huy Tấn,106.6927346,10.7959469,106.6961219,10.7956893,0.37109133955276574
Vườn Chuối,106.6838351,10.7722208,106.6840093,10.7720296,0.02853250103165412
Vườn Lài,106.6313252,10.7880016,106.6935088,10.844574,9.257310626721697
Vườn Lài,106.6932002,10.845755,106.6917699,10.8606545,1.6640956135598275
Vạn Kiếp,106.6597273,10.7504541,106.659871,10.7502217,0.030236224872538093
X2,106.755623,10.7933726,106.7559349,10.7935165,0.03763865123285154
Xa Lộ Hà Nội,106.7516401,10.8043176,106.7918394,10.8603257,7.619745230096711
Xa Lộ Hà Nội,106.7542574,10.8054703,106.757767,10.8167282,4.652490638691074
Xa Lộ Hà Nội,106.7343734,10.8000814,106.7579707,10.817913,3.429622615818033
Xa Lộ Hà Nội,106.7581999,10.8187919,106.7645442,10.8329768,4.419336635769236
Xa Lộ Hà Nội,106.7645442,10.8329768,106.7965925,10.8633078,4.901383797593282
Xa Lộ Hà Nội,106.7965925,10.8633078,106.7392519,10.8010884,9.331812627195283
Xa Lộ Hà Nội,106.7392519,10.8010884,106.7646754,10.8336803,6.131268614081456
Xa Lộ Hà Nội,106.7363742,10.8006952,106.7646754,10.8336803,4.7965670798735625
Xa Lộ Hà Nội,106.7646754,10.8336803,106.7498148,10.8030754,3.7703398225387583
Xa Lộ Hà Nội,106.7498148,10.8030754,106.7715847,10.8458797,5.37855517292589
Xa Lộ Hà Nội,106.7555087,10.8084947,106.7715847,10.8458797,4.512591788160793
Xa Lộ Hà Nội,106.7715847,10.8458797,106.804085,10.8685319,4.780430490428582
Xa Lộ Hà Nội,106.804085,10.8685319,106.810076,10.8752397,0.9921292038468589
Xa lộ Hà Nội,106.7838587,10.8557659,106.7548299,10.8069194,6.2890479635382475
Xa lộ Hà Nội,106.7548299,10.8069194,106.7714892,10.8454687,5.418246853866745
Xa lộ Hà Nội,106.7521024,10.8045382,106.7714892,10.8454687,5.019680269400013
Xuân Diệu,106.6557557,10.7954312,106.655546,10.7955147,0.024715210878933896
Xuân Hồng,106.6525329,10.7944927,106.6517611,10.7937384,0.11891885632221094
Xuân Thới 15,106.5938542,10.8691692,106.5939939,10.8689519,0.028575462767520595
Xuân Thới Sơn 21,106.597713,10.8668839,106.5977254,10.8668923,0.001644989582571614
Xã Bà Điểm,106.6148154,10.8426751,106.6147804,10.8425774,0.011516564342299942
Xã Hưng Long,106.6236614,10.6890588,106.6244123,10.6906363,0.19365024686027799
Xã Tân Thới Nhì,106.6039116,10.8598764,106.6045252,10.8590069,0.11763410517336487
Xã Tân Xuân,106.6085312,10.8746132,106.6088444,10.8748532,0.04338066284351758
Xã Vĩnh Lộc B,106.5759596,10.7888288,106.5682102,10.7800867,1.2889738342239236
Xã Đông Thạnh,106.6282581,10.8857251,106.6282883,10.8856777,0.006217250893463869
Xóm Củi,106.6605461,10.746712,106.6605397,10.7467638,0.005802176211621621
Xô Viết Nghệ Tĩnh,106.707195,10.7924505,106.7113752,10.8011855,1.0732534597742445
cầu Rạch Ông,106.6892692,10.7507792,106.6893325,10.7507855,0.006950488251937795
cầu vượt,106.6790072,10.8146011,106.6800056,10.8157766,0.17022290805574114
cầu vượt vào sân bay,106.6648834,10.8101615,106.6650353,10.8122766,0.235772836022738
vòng xoay Thái Bình,106.6882291,10.7667749,106.6882753,10.7667953,0.005533119096576029
Âu Cơ,106.6479407,10.7745839,106.6477936,10.7750261,1.0972991374938934
Âu Dương Lân,106.6817654,10.7482816,106.6819277,10.7479796,0.03797419231637122
Ðiện Biên Phủ,106.6745229,10.7678833,106.685171,10.7780742,3.9741281917039593
Ðiện Biên Phủ,106.685171,10.7780742,106.697507,10.7903743,1.9199779470380434
Ông Ích Khiêm,106.6430415,10.7665422,106.6429996,10.7665527,0.004723617846443411
Út Tịch,106.6575383,10.8009968,106.6591633,10.7934217,0.8608103042975773
Đi ga quốc tế,106.6650669,10.8130678,106.6652668,10.8144166,0.1515605553918784
Đi ga trong nước,106.6650353,10.8122766,106.6646772,10.8134346,0.1345728042217206
Đinh Bộ Lĩnh,106.7127697,10.8180917,106.7093756,10.8029327,1.7258868747173615
Đinh Tiên Hoàng,106.6958731,10.7918339,106.7024674,10.7858782,0.9784612682463748
Điện Biên Phủ,106.7151083,10.8009447,106.7199137,10.7981813,2.991892913885959
Đoàn Văn Bơ,106.7037719,10.7633776,106.7038326,10.763364,0.0068010464114169914
Đào Duy Anh,106.6740205,10.8081046,106.6781072,10.8054457,0.5353978944363986
Đào Trinh Nhất,106.7609449,10.8625105,106.7590353,10.8650568,0.3516411822774857
Đông Hồ,106.6517538,10.7841856,106.6540868,10.7836106,0.26273474820193654
Đường số 12,106.7573234,10.8159526,106.756146,10.8100275,0.671273840614683
Đường số 7,106.6190633,10.7515592,106.6193735,10.7516045,0.03425948079635169
Đường số 8,106.6894218,10.7357728,106.6896458,10.7357633,0.024494486004615356
Đướng Nguyễn Hữu Cảnh,106.720103,10.7980288,106.7201402,10.7979697,0.007726310273673906
Đướng Song Hành Xa Lộ Hà Nội,106.7326817,10.8007157,106.732697,10.8007639,0.0056140881169963
Đường 3 Tháng 2,106.6667965,10.767686,106.6489673,10.7579254,2.229629323946677
Đường A,106.5938427,10.7495269,106.5939152,10.7495472,0.008235547158201536
Đường An Dương Vương,106.6741653,10.7574828,106.6696815,10.7566055,0.4994342487322888
Đường B1,106.6402306,10.8077887,106.6403983,10.8073545,0.05163853404243379
Đường Bình Thới,106.6424096,10.7629749,106.6422594,10.7630776,0.019990534069645523
Đường CN2,106.6245997,10.8155285,106.62442,10.8155179,0.01966214177633097
Đường Cao tốc Tp. Hồ Chí Minh-Long Thành-Dầu Giây,106.8534308,10.7859271,106.7909752,10.7963832,6.9203036568858876
Đường Châu Văn Liêm,106.6583269,10.7545372,106.6583935,10.7541599,0.042580021813149974
Đường Cộng Hòa,106.6453771,10.8021815,106.644295,10.8022319,0.11832468354139089
Đường D1,106.7878255,10.8578972,106.7879739,10.8579871,0.019041006961635486
Đường D2,106.6193571,10.8011202,106.6193967,10.8012387,0.013868346645844078
Đường D4,106.6957773,10.7452196,106.6957332,10.7452248,0.00485228863093575
Đường GS1,106.7760528,10.8883021,106.7761239,10.8882135,0.012543258404250305
Đường Hoàng Trọng Hậu,106.6961929,10.7400283,106.6961154,10.7400256,0.008471972221120144
Đường Hàn Hải Nguyên,106.6496262,10.7580377,106.6489515,10.757963,0.07417120161466267
Đường Hòa Bình,106.6422282,10.7669237,106.641639,10.7670183,0.06521656705503943
Đường Hùng Vương,106.6746115,10.7610783,106.6740819,10.760649,0.0750048349910864
Đường Hải Thượng Lãn Ông,106.6564736,10.750916,106.6633972,10.7504187,0.7583753200536928
Đường Hồng Bàng,106.6538338,10.7537647,106.6695824,10.7566007,1.7490654878064438
Đường Kinh Dương Vương,106.614443,10.737327,106.6242766,10.7461636,1.4558723874787394
Đường Liên Ấp 6-2,106.5507126,10.8195165,106.5508201,10.8195126,0.011748968542766277
Đường Long Thuận,106.8596808,10.8119329,106.8596881,10.8119103,0.002636456825617696
Đường Lãnh Binh Thăng,106.6568525,10.7620808,106.6567535,10.7621391,0.012608809287154401
Đường Lê Hồng Phong,106.6730236,10.7709488,106.6730236,10.7709488,0.0
Đường Lê Đại Hành,106.652716,10.7684337,106.65706,10.7623035,0.8305547207847567
Đường Lý Thái Tổ,106.667873,10.7680397,106.6679949,10.7681015,0.014984582717055562
Đường Lý Thường Kiệt,106.6559639,10.7778843,106.6566757,10.7758068,1.336917673535143
Đường Lạc Long Quân,106.6422822,10.7664078,106.6421549,10.7632226,0.35445096957780253
Đường Minh Phụng,106.6444788,10.7618932,106.6445646,10.7618644,0.00990471574275895
Đường N,106.7159815,10.7246478,106.715968,10.7255698,0.10253233106091576
Đường N - Bắc,106.7115662,10.7336611,106.7122498,10.7320511,0.19397705315420882
Đường Nguyễn Chí Thanh,106.6727534,10.7607311,106.6740891,10.7607915,0.14606582511522928
Đường Nguyễn Oanh,106.6799853,10.8263467,106.6799069,10.8259802,0.04164275374947666
Đường Nguyễn Sơn,106.6332492,10.7810287,106.6249141,10.7834192,0.9484670453472526
Đường Nguyễn Thái Học,106.7004904,10.7610014,106.7004391,10.7610792,0.010307466436178744
Đường Nguyễn Thị Nhỏ,106.6507502,10.753478,106.6507301,10.7533959,0.00938945862582692
Đường Nguyễn Tri Phương,106.6691456,10.758935,106.6695945,10.756601,0.2641212222699298
Đường Nguyễn Trãi,106.6930476,10.7711638,106.6588732,10.7529979,4.244627911285363
Đường Nguyễn Văn Linh,106.6572305,10.7208632,106.7221401,10.7341285,7.243259980876922
Đường Ngô Quyền,106.6663734,10.7558381,106.6663734,10.7558381,0.0
Đường Pham Ngũ Lão,106.6808633,10.8251122,106.6801335,10.8262602,0.1504925150513126
Đường Phan Văn Trị,106.6778193,10.83081,106.6777619,10.8308562,0.008104929173985656
Đường Phú Hòa,106.6544818,10.785806,106.6538061,10.7856285,0.0764005136156049
Đường Phạm Văn Đổng,106.6791508,10.8139646,106.6899702,10.8193249,1.3234977849907053
Đường Quang Trung,106.6491032,10.8388107,106.6452271,10.8408842,0.48202937706639615
Đường Song Hành,106.7528475,10.8055309,106.7489288,10.8031584,0.5027849700577621
Đường Song Hành Xa lộ Hà Nội,106.7860239,10.8575649,106.7742039,10.8488622,4.24480442963241
Đường Song Hành Xa lộ Hà Nội,106.7742039,10.8488622,106.788085,10.8578137,1.813773372411134
Đường Sư Vạn Hạnh,106.6710427,10.7697703,106.6710665,10.769677,0.010695282349382834
Đường Số 10,106.7646391,10.7775374,106.7647651,10.7776559,0.019053989219180306
Đường Số 15,106.7398113,10.7738467,106.7397513,10.773475,0.04184758629332092
Đường Số 354/15 Đướng Lý Thường Kiêt,106.6587872,10.7760663,106.6587872,10.7760663,0.0
Đường Thoại Ngọc Hầu,106.6357625,10.7815006,106.6361909,10.7820031,0.07288234718049211
Đường Thuận Kiều,106.6584197,10.7552474,106.6583409,10.7546122,0.07115365442771292
Đường Thành Thái,106.666908,10.7681721,106.6636154,10.7764553,0.9887842089732948
Đường Trần Hưng Ðạo,106.6694499,10.7526979,106.658894,10.7519097,1.1564804818032128
Đường Trần Phú,106.6739837,10.757428,106.6683833,10.7526071,0.8134221763806848
Đường Trần Văn Giàu,106.6082145,10.7520876,106.6081604,10.7519761,0.013734799264847906
Đường Tên Lửa,106.6150634,10.7383637,106.6149888,10.73825,0.015042025931369983
Đường Tô Hiệu,106.6269195,10.7639371,106.6269466,10.7639255,0.0032291617347994213
Đường Tùng Thiện Vương,106.6604334,10.746712,106.6604618,10.746844,0.015002052344414176
Đường Tạ Uyên,106.6537848,10.7537874,106.6537256,10.7537826,0.006489121419821858
Đường Vành đai ĐHQG,106.8104451,10.8804438,106.8088204,10.8780069,0.32388279456901997
Đường Võ Văn Kiệt,106.6630864,10.7502942,106.6634461,10.7500276,0.0492228287509169
Đường cao tốc Thành phố Hồ Chí Minh – Long Thành – Dầu Giây,106.7886419,10.796707,106.7760321,10.7961184,1.3788805468272263
Đường cao tốc Tp. Hồ Chí Minh-Long Thành-Dầu Giây,106.7570472,10.7942306,106.7555931,10.7939773,0.1613057564704922
Đường dẫn Cầu Thủ Thiêm,106.7199382,10.7828466,106.7205208,10.7820242,0.11141071704330777
Đường dẫn Ga Quốc tế,106.6648995,10.8133493,106.6649688,10.8130718,0.03177135189390565
Đường dẫn Sảnh Đến Quốc tế,106.6636437,10.8153763,106.6633414,10.8152546,0.03568274187978791
Đường dẫn ga Quốc nội,106.6647613,10.8125831,106.6643593,10.8140262,0.16636387199252817
Đường dẫn sảnh đi Quốc tế,106.6659991,10.8153557,106.6660397,10.8154126,0.007726191379859666
Đường số 1,106.6957432,10.7443078,106.7881544,10.8671265,16.981943588939465
Đường số 10,106.7099956,10.7414548,106.6287236,10.7498061,8.926997098957779
Đường số 13,106.7663628,10.8641797,106.766054,10.8642639,0.034997170951361685
Đường số 14,106.7747087,10.8671944,106.7749133,10.8675871,0.04905025532981346
Đường số 15,106.7025956,10.7451997,106.702546,10.7452314,0.006464178477210608
Đường số 17,106.7899405,10.8599601,106.7903213,10.8599391,0.041650201390537725
Đường số 18B,106.5996935,10.7796339,106.5996261,10.7796381,0.007377085386141935
Đường số 1A,106.6934274,10.7356907,106.6934288,10.7357575,0.007429395629872068
Đường số 20,106.7225448,10.8292498,106.7225292,10.8292319,0.0026200021839046577
Đường số 4,106.6898242,10.7388679,106.6909482,10.7392345,0.12938358088985
Đường số 41,106.6997338,10.7579629,106.6997668,10.7579884,0.004586446058449291
Đường số 48,106.6987348,10.758507,106.7008649,10.7557367,0.3860533842827806
Đường số 5,106.7619572,10.87865,106.6057636,10.8060161,18.8733105682422
Đường số 54,106.5941698,10.7496063,106.594239,10.7496222,0.007763651124924131
Đường số 6,106.7485967,10.8656041,106.7272126,10.8697421,2.380058414039861
Đường số 7,106.6046711,10.7390636,106.6048642,10.7388319,0.0332987227223003
Đường số 8,106.7698521,10.8824106,106.6623835,10.8418186,12.573911648126531
Đường số 9,106.7549076,10.8629278,106.7549076,10.8629278,0.0
Đường số 9A,106.6884076,10.7292604,106.6880005,10.7288508,0.06365934221816658
Đường tỉnh 743,106.7382056,10.8873863,106.7383228,10.8874344,0.01387016500148786
Đường ven hồ trung tâm,106.71738,10.76937,106.7229301,10.7786804,1.199724334635199
Đường Âu Cơ,106.6519481,10.769155,106.6515852,10.7694423,0.05091216699033724
Đường Ðiện Biên Phủ,106.6975675,10.790616,106.6976523,10.7905389,0.012621185090235618
Đường Ông Ích Khiêm,106.6429996,10.7665527,106.6427319,10.7666288,0.030442570865409194
Đường đất,106.7001735,10.8368731,106.6929691,10.830835,1.0343417919868125
Đại Lộ III,106.7753601,10.8136383,106.7686852,10.8131985,0.7306741331518974
Đại lộ Bình Dương,106.7145929,10.8690532,106.7005934,10.8882744,2.627730965144404
Đại lộ ĐHQG TPHCM,106.8076326,10.8738915,106.8056563,10.8749777,0.24730761496995482
Đất Thánh,106.6568445,10.7821462,106.656532,10.7819,0.7708912184774941
Đặng Nguyên Cẩn,106.6316452,10.7534511,106.6332036,10.7563978,0.3692455307995707
Đặng Văn Bi,106.7634239,10.8422045,106.7634728,10.8421583,0.007410156354451094
Đặng Văn Ngữ,106.6690254,10.7937455,106.6693074,10.794193,0.05852182790076184
Đồng Đen,106.6458983,10.7969579,106.6428981,10.7889094,0.9530638583978787
Đỗ Xuân Hợp,106.7658175,10.8355189,106.7658807,10.8354781,0.008259712136196709
đường song hành cao tốc Long Thành Dầu Giây,106.7806947,10.7957644,106.7808587,10.7957648,0.017913266605873057
Ấp Bắc,106.6413422,10.7997419,106.6415662,10.8000771,0.04458532512484204
