street_name,long_snode,lat_snode,long_enode,lat_enode,length_km
Cầu Bùi Hữu Nghĩa,106.6974031,10.7930658,106.6976069,10.7940986,0.11697968650338274
Cầu Băng Ky,106.6985355,10.8182453,106.6989116,10.8184238,0.04562112290538979
Cầu Bến Cát,106.6652403,10.8614957,106.6653095,10.8614424,0.009603725057964507
Cầu Bến Cát 1,106.6642282,10.8615207,106.6653693,10.8615229,0.12461169574226098
Cầu Calmette,106.6998985,10.7671805,106.700715,10.7645089,0.31016921113592516
Cầu Chà Và,106.6601636,10.750294,106.6603921,10.7487665,0.1716747446112975
Cầu Chánh Hưng,106.6689199,10.7460556,106.668879,10.7416454,0.49041222058852885
Cầu Chợ Cầu 1,106.6378814,10.8457909,106.6353191,10.8474862,0.3373979128548576
Cầu Chữ Y,106.6836257,10.7509485,106.6842501,10.7536129,0.304018658650914
Cầu Cá Trê Lớn,106.7323124,10.7780689,106.7347388,10.7793052,0.2985732354255565
Cầu Công Lý,106.6825988,10.7910679,106.681367,10.7921893,0.18344381516204772
Cầu Cả Cấm,106.7257177,10.7225313,106.7249535,10.723735,0.1577509789170681
Cầu Him Lam,106.6937024,10.7405245,106.6949897,10.7407629,0.14311011808268562
Cầu Hiệp Ân 2,106.6613572,10.7433356,106.6616795,10.7433941,0.03580579030990198
Cầu Hoàng Hoa Thám,106.693204,10.7946727,106.6927968,10.7958364,0.13682817613676557
Cầu Kênh 2,106.7248969,10.7745747,106.7240549,10.7742939,0.09713091597861585
Cầu Kênh B,106.5384069,10.7447939,106.5386627,10.7446677,0.031270450913344336
Cầu Kênh Tẻ,106.7024382,10.7492889,106.7019835,10.754992,0.6360982117204035
Cầu Kênh Xáng,106.6885411,10.7413597,106.6884693,10.7415302,0.02051732163197919
Cầu Kỳ Hà 4,106.7606269,10.7559963,106.7597266,10.7550762,0.14191608206308604
Cầu Lê Văn Sỹ,106.6815175,10.785862,106.6810825,10.7861078,0.054815337290568464
Cầu Nguyễn Văn Cừ,106.6871934,10.7527375,106.6883922,10.7541132,0.20137156334031747
Cầu Phú An,106.7131767,10.7923372,106.7134711,10.792197,0.035736416571570145
Cầu Phú Mỹ,106.7400366,10.7428358,106.7279543,10.7347762,4.1744375298348615
Cầu Phú Mỹ,106.7271372,10.7342194,106.7344584,10.7399509,1.0226891798120048
Cầu Phước Long,106.7265583,10.703606,106.7247561,10.7028333,0.21483828910590683
Cầu Rạch Chiếc 1,106.7563406,10.8099607,106.7575697,10.815571,0.6381173130049379
Cầu Rạch Chiếc 2,106.7570201,10.8139606,106.7562309,10.8099928,0.4495405656883553
Cầu Rạch Lăng,106.6983165,10.821591,106.6992827,10.8218467,0.10928918366731956
Cầu Sài Gòn 1,106.7319201,10.7997621,106.7225975,10.7981356,1.0342046783807342
Cầu Sài Gòn 2,106.7250464,10.7983208,106.7320752,10.7994998,0.7788584476487543
Cầu Sơn,106.7115254,10.8055396,106.7115501,10.805844,0.0339550793993969
Cầu Số 2,106.661654,10.7916133,106.6616367,10.7915741,0.004750818772384943
Cầu Số 7,106.6710981,10.7879997,106.6711168,10.7880524,0.00620576151862247
Cầu Tham Lương,106.6275189,10.8249297,106.6277019,10.8251111,0.028395821417847782
Cầu Thanh Lộc,106.6696497,10.8608943,106.6698521,10.8610728,0.029706643129360104
Cầu Thầy Tiêu,106.716972,10.7289172,106.7153476,10.7294379,0.18667347379290758
Cầu Thị Nghè,106.7058445,10.7910523,106.707195,10.7924505,0.21431712373161643
Cầu Thị Nghè 2,106.7093873,10.7875007,106.7096016,10.7876817,0.030870695620793764
Cầu Thủ Thiêm,106.7192073,10.7844433,106.7177091,10.7874118,0.36842264473071734
Cầu Trường Đai,106.6505875,10.8600761,106.650645,10.860121,0.008022150813350726
Cầu Trần Quang Diệu,106.6784372,10.7843732,106.6784372,10.7843732,0.0
Cầu Tân Thuận 2,106.7224037,10.7537495,106.7224037,10.7537495,0.0
Cầu Tư Dinh,106.6980017,10.728864,106.6963878,10.728815,0.17640459868253672
Cầu Văn Thánh,106.7165178,10.8003961,106.716054,10.8006159,0.056246266805812704
Cầu Văn Thánh 2,106.7121753,10.7894924,106.7138262,10.7892164,0.182919442011005
Cầu Vĩnh Bình,106.7160636,10.8684531,106.7161334,10.8684713,0.00788627203226034
Cầu cụt,106.6556187,10.8552658,106.655734,10.8551425,0.018614932228264134
Cầu vượt An Sương,106.6149893,10.8423388,106.6172944,10.8445156,0.3492280744125741
Cầu vượt Bình Phước,106.7238705,10.8653758,106.7227673,10.8648149,0.13565853064537783
Cầu vượt Cây Gõ,106.6400826,10.7544547,106.6457375,10.7538631,0.6212452081625093
Cầu vượt Cộng Hòa - Hoàng Hoa Thám,106.6450548,10.8020955,106.6479549,10.8017925,0.31854918168174173
Cầu vượt Hàng Xanh,106.7109178,10.801349,106.7109087,10.8014241,0.00840968315076914
Cầu vượt Linh Xuân,106.766864,10.8727455,106.7634192,10.8739107,0.39785523665661787
Cầu vượt Lý Thái Tổ - Nguyễn Tri Phương,106.6652083,10.7666392,106.667887,10.7681372,0.8591153550130128
Cầu vượt Nguyễn Hữu Cảnh,106.7237951,10.7976427,106.7205235,10.7976579,0.35734847605478115
Cầu vượt Ngã Sáu Gò Vấp,106.6792404,10.8280378,106.6798526,10.8260016,0.2360811182463601
Cầu vượt Ngã Tư Ga,106.6803378,10.8629755,106.6799122,10.8591758,0.4250559582582334
Cầu vượt Ngã tư Gò Dưa,106.7329016,10.8708511,106.73325,10.8717994,0.11209958102006484
Cầu vượt Ngã tư Gò Mây,106.6017747,10.819436,106.6004668,10.8133227,0.6946150190156845
Cầu vượt Ngã tư Hàng Xanh,106.7098827,10.8012395,106.7094146,10.8010524,0.05519893591895178
Cầu vượt Ngã tư Thủ Đức,106.7747696,10.8499117,106.7730798,10.8478386,0.29528503353172925
Cầu vượt Quang Trung,106.6314235,10.8502095,106.627222,10.8509611,0.4663820756682847
Cầu vượt Sóng Thần 1,106.7511683,10.8753473,106.7515008,10.8754506,0.03808188099272556
Cầu vượt Thủ Thiêm,106.716779,10.7890182,106.7150911,10.7891973,0.185440632414244
Cầu vượt Thủ Đức,106.7959178,10.8620872,106.7945633,10.8622393,0.148878811830066
Cầu vượt Trạm 2,106.7958668,10.8618381,106.795148,10.8607361,0.14552234850012202
Cầu vượt Tân Thới Hiệp,106.6511715,10.8621176,106.6499973,10.8620995,0.1282416145199859
Cầu Ðiện Biên Phủ,106.7005728,10.7935904,106.70102,10.7937716,0.052838943773075714
Cầu Ông Dầu,106.7139796,10.8347246,106.7139479,10.8350834,0.04004666732760755
Cầu Ông Đội,106.7312623,10.713383,106.7312577,10.7135062,0.01370843091367737
Cầu Đen 2,106.7334642,10.7994405,106.7334573,10.7997398,0.033289173900914924
Cống Quỳnh,106.6905496,10.7635026,106.688366,10.7666744,0.42577748928729103
Cộng Hòa,106.6348128,10.8073797,106.6509196,10.8016842,3.845021364285326
Cộng Hòa,106.6509196,10.8016842,106.6376734,10.8041993,1.4735885168103595
D1,106.8011838,10.8488982,106.8008695,10.8492092,0.04872391056449942
D2,106.8033886,10.8291371,106.8037053,10.8294096,0.04598344906528987
Dương Bá Cung,106.6230902,10.7452866,106.6230775,10.7452699,0.0023180165922912243
Dương Bá Trạc,106.688839,10.7440266,106.6884045,10.7415004,0.2848829902058952
Dương Thị Mười,106.6368278,10.8703305,106.6368738,10.8704226,0.011406645139996218
Dương Văn Cam,106.7534794,10.8495638,106.7536678,10.8494184,0.02616701151886889
Dường An Phú,106.6900349,10.83809,106.6820873,10.852303,1.8030644788754053
Dạ Nam,106.686888,10.7536606,106.6869589,10.7531123,0.061458181569543406
Dồng Tâm,106.6107839,10.8630927,106.6104704,10.8632256,0.03728825397664401
Gò Dưa,106.73608,10.8691182,106.7267906,10.8665765,1.0530433421897563
Hai Bà Trưng,106.7060815,10.7756896,106.6989225,10.7821327,4.351385621378948
Hai Bà Trưng,106.6989225,10.7821327,106.6864092,10.7922848,1.7727951448599333
Hem 3m,106.6641842,10.7908008,106.6642609,10.7907633,0.00935818092749933
Hiền Vương,106.6249308,10.7817224,106.6241211,10.7821668,0.10131326568814239
Hiệp Bình,106.7327377,10.8374629,106.7284891,10.8450502,0.9628423945404557
Hoà Bình,106.6355415,10.7696068,106.6421803,10.7667998,0.7895184482979365
Hoà Hưng,106.6712231,10.7780404,106.676489,10.7800043,0.6152677789614921
Hoà Hảo,106.6590053,10.7597892,106.6617195,10.7603765,0.3036054191829236
Hoàng Diệu,106.6985617,10.7596225,106.6987767,10.7597771,0.02910569775553525
Hoàng Hoa Thám,106.6470466,10.797138,106.6923844,10.8031077,4.996327241130188
Hoàng Minh Giám,106.6768879,10.8123044,106.6736261,10.80837,0.5641931276609109
Hoàng Sa,106.659131,10.7931923,106.7005738,10.792888,4.526836013767036
Hoàng Sĩ Khải,106.64357,10.7390302,106.6427235,10.7384808,0.1108342955904213
Hoàng Văn Thụ,106.6668173,10.800283,106.666894,10.8002745,3.2978809403809546
Hoàng Văn Thụ,106.666894,10.8002745,106.6676731,10.8002636,0.9010746053827312
Huỳnh Mẫn Đạt,106.6773307,10.7518689,106.6757437,10.758139,0.7184347003096585
Huỳnh Thiện Lộc,106.6363843,10.7803932,106.6401733,10.7789563,0.44365233273983634
Huỳnh Tấn Phát,106.753584,10.6783267,106.7282216,10.7525133,8.702141832600855
Huỳnh Văn Bánh,106.681914,10.7958652,106.6716163,10.7918192,1.2114307976972492
Hà Huy Giáp,106.6798911,10.8589939,106.6812882,10.8846445,3.07470452827655
Hà Huy Giáp,106.6812882,10.8846445,106.679258,10.8671779,1.9548089926057897
Hàm Nghi,106.6991751,10.7711901,106.7059931,10.770794,0.7460715348848009
Hàn Hải Nguyên,106.6492826,10.7579867,106.648904,10.7580428,0.7306508641330509
Hòa Bình,106.6353005,10.7695756,106.6229767,10.7731687,1.187649243795374
Hòa Hảo,106.66843,10.761856,106.66843,10.761856,0.0
Hùng Vương,106.678648,10.763637,106.666373,10.7562461,1.5750376855785402
Hưng Nhơn,106.5856745,10.7159649,106.5985988,10.7117174,1.4889574535908066
Hưng Phú,106.6682445,10.7461296,106.6689261,10.7462542,0.07573931904117527
Hương Lộ 2,106.6211738,10.7735855,106.6212579,10.773618,0.00987190501795277
Hương lộ 10,106.5406723,10.6817688,106.5412694,10.681336,0.08107290809658335
Hương lộ 8,106.5406723,10.6817688,106.550446,10.6844568,1.108986900083321
Hải Thượng Lãn Ông,106.6545334,10.7507545,106.6593065,10.7507744,0.7156306672104631
Hầm chui An Sương - N1,106.6149367,10.843311,106.6138112,10.8450745,0.23143092519747913
Hầm chui Mỹ Thủy,106.7752086,10.7698762,106.775235,10.7698083,0.008082145225276548
Hầm sông Sài Gòn,106.7031455,10.76834,106.7033248,10.7684374,0.022381133068780354
Hậu Giang,106.6239247,10.7453991,106.6240715,10.745339,0.01737387519048247
Hẻm 1129 Lạc Long Quân,106.6518377,10.7897093,106.6520158,10.7896403,0.02091203287788661
Hẻm 131 Tô Hiến Thành,106.6698201,10.7808937,106.6704423,10.7793615,0.18342870106679207
Hẻm 200C Xóm Chiếu,106.7100356,10.7550068,106.710014,10.7550302,0.0035125504566139837
Hẻm 246/64 Hòa Hưng,106.670628,10.7789044,106.6707568,10.7785872,0.03797352474791564
Hẻm 297 Lý Thường Kiệt,106.656462,10.7765701,106.6563765,10.7765446,0.009760434650560389
Hẻm 312 Kinh Dương Vương,106.6207621,10.7433547,106.6207225,10.7433184,0.00591673901997692
Hẻm 322 Hòa Hưng,106.6710033,10.7779568,106.6707568,10.7785872,0.07509086634823461
Hẻm 341 Khuông Việt,106.6376979,10.7693434,106.6410076,10.7719922,0.4663258448165298
Hẻm 341 Lạc Long Quân,106.6405885,10.7691266,106.6414568,10.7684973,0.11786882094468398
Hẻm 373 Lý Thường Kiệt,106.6503541,10.7790549,106.6547735,10.7803895,0.47100539419540244
Hẻm 416 Lạc Long Quân,106.6444644,10.7697921,106.6445026,10.7697654,0.0051212193118849855
Hẻm 5 Hạnh Thông,106.6800719,10.8265194,106.6792437,10.8280713,0.1948325737981382
Hẻm 504 Kinh Dương Vương,106.6147828,10.7379148,106.6146944,10.7377688,0.01888981867732672
Hẻm 506 Lạc Long Quân,106.6460379,10.7711649,106.6472103,10.7705706,0.14411262826140972
Hẻm 574 Kinh Dương Vương,106.6096162,10.7321249,106.6109526,10.731368,0.168523057251314
Hẻm 602 Điện Biên Phủ,106.7178735,10.7987712,106.7178674,10.7986979,0.00817777551951829
Hẻm 68 Trần Quang Khải,106.6936394,10.792788,106.6935778,10.7932473,0.05151314088756361
Hẻm 84A Trần Hữu Trang,106.6724314,10.79358,106.6717593,10.7938991,0.08153710672584007
Hẻm 86 Ông Ích Khiêm,106.6449394,10.7661735,106.6471393,10.7702268,0.46632249823362704
Hẻm 92 Vũ Huy Tấn,106.6927968,10.7958364,106.6925024,10.7973608,0.1725287177247178
Hẻm 995 Hồng Bàng,106.636522,10.7546298,106.6365345,10.7543494,0.031208945456843336
Hẻm Số 354,106.6582765,10.775411,106.6584192,10.7755941,0.025641731086908624
Học Lạc,106.6544294,10.7519423,106.6544546,10.7516397,0.033760013785415814
Hồ Chí Minh - Trung Lương,106.5896523,10.6887747,106.5930448,10.6894658,0.37856494025094034
Hồ Hảo Hớn,106.6940131,10.7598239,106.6908753,10.763051,0.49624211073353136
Hồ Văn Huê,106.677625,10.8045481,106.6781072,10.8054457,0.11285222674339616
Hồ Văn Long,106.6005932,10.8253843,106.600561,10.8252537,0.01494181216341011
Hồ Xuân Hương,106.6864011,10.7752936,106.6867311,10.7756788,0.055982256447104646
Hồng Bàng,106.65443,10.75373,106.6507117,10.7533034,3.029563461035959
Hồng Hà,106.6652599,10.8134061,106.6758031,10.8142573,1.1570008324079055
Hồng Lạc,106.6465073,10.7879176,106.6464872,10.7879756,0.006812770571691605
Kha Vạn Cân,106.7153558,10.8270992,106.7545053,10.8504341,5.001304135356074
Kha Vạn Cân,106.7545053,10.8504341,106.725621,10.8319797,3.7631762861022935
Kha Vạn Cân,106.725621,10.8319797,106.7531191,10.8487665,3.5550610848622894
Khuông Việt,106.6433121,10.7813924,106.6398819,10.7770894,0.6077239108212215
Khánh Hội,106.6977387,10.7606879,106.7008416,10.7565916,0.5677713605235538
Kinh Dương Vương,106.6235109,10.7455465,106.6050773,10.7265851,2.9190983866339115
Kinh Trung ương,106.5554753,10.7909507,106.5554064,10.7910811,0.016336559810926535
Kênh 10,106.5725739,10.708894,106.5725888,10.7087587,0.015132495615313924
Kênh Nước Đen,106.6172503,10.7884223,106.6166971,10.7881979,0.06537498726389013
Kênh Tân Hoá,106.6355574,10.7693744,106.6399809,10.7786413,1.1381006219039687
Linh Đông,106.7438406,10.8415361,106.7438406,10.8415361,0.0
Liên Xã,106.5839509,10.8884699,106.5840148,10.8885006,0.0077677443491292585
Lãnh Binh Thăng,106.6464629,10.7653269,106.6545324,10.7623992,1.1699992633475504
Lê Duẩn,106.7035568,10.7857663,106.6984806,10.7803753,0.8165731389998839
Lê Hoàng Phái,106.6753185,10.8428373,106.6754115,10.8395688,0.3635825056000804
Lê Hồng Phong,106.6752404,10.765331,106.6752055,10.7654291,1.291086824044412
Lê Khôi,106.6288442,10.7821969,106.6280309,10.779782,0.2828387760400133
Lê Lai,106.6941287,10.7700912,106.6902339,10.76857,0.4578460380394037
Lê Lợi,106.6990769,10.7722079,106.6999404,10.7732655,0.15075424176191618
Lê Minh Xuân,106.651613,10.786231,106.6560086,10.7874965,0.5003279281065469
Lê Quang Sung,106.6528193,10.7510631,106.6528193,10.7510631,0.0
Lê Quang Định,106.698423,10.802988,106.6894367,10.820498,2.1804193595328565
Lê Quý Đôn,106.8004621,10.8838307,106.8015806,10.8810953,0.32776793834297907
Lê Qúy Đôn,106.800583,10.8832727,106.800583,10.8832727,0.0
Lê Thánh Tôn,106.6995607,10.7746928,106.6990287,10.7740594,0.09131051094564371
Lê Thị Hà,106.5981184,10.887776,106.5982675,10.8865251,0.14004331403894107
Lê Trọng Tấn,106.621088,10.8077236,106.6156148,10.809165,0.6189086185885777
Lê Tuấn Mậu,106.625679,10.7490204,106.6267106,10.7482606,0.14084842784942764
Lê Văn Chí,106.7816929,10.8660484,106.7739597,10.8504219,1.9319384421277843
Lê Văn Khương,106.6498425,10.8619111,106.6494524,10.8621838,0.052289907024996266
Lê Văn Lương,106.7024735,10.6893503,106.7037515,10.7410217,5.747293914465678
Lê Văn Ninh,106.7547163,10.8510377,106.7534794,10.8495638,0.21238199101784425
Lê Văn Quới,106.6215672,10.7735866,106.6093332,10.7762952,1.36989323561999
Lê Văn Qưới,106.6087456,10.7763027,106.6028052,10.7763962,0.648976641271829
Lê Văn Sỹ,106.67201,10.7915356,106.6609346,10.800243,4.391205843050258
Lê Văn Thịnh,106.7657368,10.7765916,106.7659642,10.7769125,0.04347702156426828
Lê Văn Thọ,106.6583227,10.8365053,106.658324,10.8364665,0.004316698567030771
Lê Văn Tách,106.7542735,10.8761169,106.7609261,10.8783778,0.7687162821376586
Lê Văn Việt,106.7744207,10.8486663,106.774693,10.8484707,0.036842290915156346
Lê Đại Hành,106.6592488,10.7587163,106.6568351,10.7626323,1.4668995081566447
Lê Đức Thọ,106.655946,10.8548517,106.6496727,10.8625349,5.773348711766991
Lê Đức Thọ,106.6753185,10.8428373,106.6496727,10.8625349,3.555432506192043
Lê Đức Thọ,106.680097,10.8385342,106.6499071,10.8610348,4.230524679851766
Lý Chiêu Hoàng,106.6337742,10.7359493,106.633682,10.7359829,0.010743299164498189
Lý Chính Thắng,106.6820441,10.7792426,106.6851801,10.7885356,1.0886942826626962
Lý Thái Tổ,106.6740246,10.7677425,106.7956925,10.7461614,13.507474872886581
Lý Thái Tổ,106.6770101,10.7669304,106.7956925,10.7461614,13.16907624497598
Lý Thái Tổ,106.7956925,10.7461614,106.6763647,10.7670409,17.472280850611206
Lý Thái Tổ,106.8141974,10.7376092,106.6763647,10.7670409,15.408759038929428
Lý Thái Tổ,106.6763647,10.7670409,106.8238056,10.7312283,16.59196749049958
Lý Thái Tổ,106.8200297,10.7333357,106.6723696,10.7677321,16.578105065819912
Lý Thái Tổ,106.6723696,10.7677321,106.6741538,10.7676423,0.19515643939239238
Lý Thường Kiệt,106.5896647,10.8866826,106.6565902,10.7757808,14.335119494109067
Lý Thường Kiệt,106.6565902,10.7757808,106.6595662,10.765485,3.110591352701493
Lý Thường Kiệt,106.6595662,10.765485,106.6552592,10.7805208,3.636445460066092
Lý Thường Kiệt,106.6552592,10.7805208,106.6557798,10.7787511,0.20483366313667617
Lý Tự Trọng,106.6944832,10.7721656,106.7046426,10.7818664,1.5498050627627884
Lăng Cha Cả,106.6610875,10.8006191,106.6611458,10.8003982,0.025374952180061323
Lũy Bán Bích,106.6339978,10.7592472,106.6317019,10.7696046,1.1786820355011298
Lưu Hữu Phước,106.6337729,10.7232019,106.6337903,10.7231437,0.006744976926651248
Lương Định Của,106.7104127,10.7750334,106.7108802,10.7749435,0.05203630898396426
Lạc Long Quân,106.6422433,10.7662165,106.6506569,10.7832411,3.0355594255722593
Lạc Long Quân,106.6506569,10.7832411,106.6444321,10.769814,3.543538906661278
Lạc Long Quân,106.6444321,10.769814,106.6423879,10.7666571,0.41603696591350303
Lữ Gia,106.6529443,10.7711526,106.6529443,10.7711526,0.9481094184391681
Mai Chí Thọ,106.7347388,10.7793052,106.7224129,10.7733243,3.281562769501442
Mai Chí Thọ,106.7322207,10.7784791,106.7529968,10.8012401,3.3993321984348133
Mai Chí Thọ,106.7522864,10.7948062,106.7519,10.7924075,1.2488674152556047
Mai xuân Thưởng,106.6476989,10.7512719,106.6476921,10.7512316,0.004542310553862151
Marie Curie,106.8017773,10.8786289,106.8000739,10.8788557,0.18770736071652716
Minh Phụng,106.6438018,10.7577151,106.6430363,10.7535751,1.5872630758536177
Mã Lò,106.5989412,10.7834104,106.6008637,10.7764236,0.8047784856190553
Mạc Cửu,106.6592038,10.750597,106.6592357,10.7506107,0.0038032764259679766
Nam Hoà,106.7672026,10.8324177,106.7582527,10.8188716,1.795623674668872
Nam Kỳ Khởi Nghĩa,106.6990601,10.7758374,106.6931176,10.781312,3.656409423698978
Nghĩa Phát,106.6543665,10.7836425,106.6579632,10.7857783,0.4590741223695525
Nguyễn Biểu,106.6831763,10.757374,106.6841957,10.7545595,0.33218063387217256
Nguyễn Bình,106.7460372,10.6764523,106.7461005,10.6764671,0.007109873666235707
Nguyễn Bỉnh Khiêm,106.7034865,10.7886678,106.7035492,10.7886038,1.0639699839372292
Nguyễn Cao,106.7122757,10.7279406,106.712277,10.7283925,0.050249188066944686
Nguyễn Cao Bắc,106.712272,10.7311497,106.7122946,10.7302354,0.10169549896444297
Nguyễn Chí Thanh,106.6655719,10.7592538,106.6704457,10.7601722,4.994917773553185
Nguyễn Chí Thanh,106.6704457,10.7601722,106.6731253,10.760806,0.3010830671788667
Nguyễn Cơ Thạch,106.7226291,10.7768151,106.7220698,10.779091,0.26033860016202826
Nguyễn Cư Trinh,106.6921459,10.7646953,106.6902673,10.7639667,0.2206284777427479
Nguyễn Cửu Vân,106.7058178,10.7963537,106.7063387,10.7960538,0.06594865311045715
Nguyễn Du,106.7010865,10.7801784,106.7933053,10.8802415,15.007886048261593
Nguyễn Du,106.8020366,10.8839415,106.7847868,10.8805839,1.920241857287254
Nguyễn Duy,106.6688752,10.7447602,106.6689569,10.7448407,0.012640635354137076
Nguyễn Hoàng,106.7438952,10.801925,106.7439955,10.8017112,0.02617623636049803
Nguyễn Huệ,106.7062982,10.7719889,106.7061791,10.7719977,0.01304669824344202
Nguyễn Hậu,106.6346835,10.7872262,106.634782,10.7874845,0.030670710338990475
Nguyễn Hồng Đào,106.6418466,10.7924125,106.6419251,10.7926149,0.02408389161429324
Nguyễn Hữu Cảnh,106.712201,10.7896678,106.7098683,10.7888202,0.2716715455266792
Nguyễn Hữu Cầu,106.6911349,10.791062,106.6904811,10.7900598,0.13235823700389648
Nguyễn Hữu Thọ,106.7002329,10.7365428,106.6999333,10.7330629,0.7540183043879602
Nguyễn Hữu Trí,106.5802906,10.6929789,106.5939709,10.6963436,7.5156135166404905
Nguyễn Hữu Trí,106.5540502,10.6854735,106.5939709,10.6963436,4.5262983308941775
Nguyễn Hữu Tự,106.6967184,10.7926663,106.6961576,10.7926985,0.06135962667696216
Nguyễn Khoái,106.6939259,10.7558779,106.6952956,10.7533608,0.3173742421419524
Nguyễn Kim,106.6616043,10.7643679,106.6633989,10.7555118,0.9755954493170882
