fs_method,family,algorithm,params,n_clusters,silhouette,davies_bouldin,calinski_harabasz,ARI,NMI,accuracy_majority,MAE,RMSE,n_points,noise_ratio,largest_cluster_ratio,min_cluster_size,largest_cluster_size
MI,hierarchical,Agglomerative_complete,{'k': 19},19,0.17310947059805107,1.4380918711717345,220.40077419271245,0.16071241926319446,0.33970259023079213,0.5939240506329114,0.640506329113924,1.128458116865215,1975,0.0,0.1848101265822785,5,365
MI,hierarchical,Agglomerative_average,{'k': 3},3,0.25376833456550624,1.2193522049709118,85.68361707374191,6.470965273443725e-05,0.04878525794026672,0.2379746835443038,1.3275949367088609,1.6811689724486503,1975,0.0,0.9650632911392405,34,1906
MI,hierarchical,Agglomerative_average,{'k': 5},5,0.22261836439917634,0.9328902244226003,44.52346579575851,3.825320457446754e-05,0.049887352199757665,0.23848101265822785,1.3270886075949366,1.6810183772969667,1975,0.0,0.9650632911392405,1,1906
MI,hierarchical,Agglomerative_average,{'k': 7},7,0.15536388377024513,0.8705525531778304,34.3472024740767,-0.00012111792931111805,0.0527323653549064,0.24050632911392406,1.3255696202531646,1.6814701222893906,1975,0.0,0.9625316455696202,1,1901
MI,hierarchical,Agglomerative_average,{'k': 9},9,0.16786730222481996,0.9156070901890426,77.56306314815386,0.010465164842343729,0.07377361219791514,0.29215189873417724,1.3549367088607596,1.793659719644007,1975,0.0,0.8146835443037974,1,1609
MI,hierarchical,Agglomerative_average,{'k': 11},11,0.1539443981303967,0.9029366109040636,63.202788058975784,0.010164625972127351,0.07464994432810416,0.29215189873417724,1.3549367088607596,1.793659719644007,1975,0.0,0.8146835443037974,1,1609
MI,hierarchical,Agglomerative_average,{'k': 13},13,0.19722187886832007,0.8793490431240739,109.54775496442251,0.11212169290899829,0.1881427220043777,0.36860759493670886,1.068860759493671,1.5226559075044592,1975,0.0,0.5103797468354431,1,1008
MI,hierarchical,Agglomerative_average,{'k': 15},15,0.18667091992062426,0.8943200662968772,96.20739559260014,0.11230558761507511,0.1913119666070373,0.370126582278481,1.0673417721518987,1.5221570304395193,1975,0.0,0.5103797468354431,1,1008
MI,hierarchical,Agglomerative_average,{'k': 17},17,0.257070536453004,0.9230866977385612,158.42668059578585,0.1548411695092356,0.24994966128658272,0.45721518987341775,1.0081012658227848,1.5378762275096265,1975,0.0,0.3346835443037975,1,661
MI,hierarchical,Agglomerative_average,{'k': 19},19,0.24572555949998973,0.9157926599115696,142.46911292030518,0.15499552418917834,0.2513222155720493,0.4587341772151899,1.0055696202531645,1.535404948028493,1975,0.0,0.3346835443037975,1,661
