fs_method,family,algorithm,params,n_clusters,silhouette,davies_bouldin,calinski_harabasz,ARI,NMI,accuracy_majority,MAE,RMSE,n_points,noise_ratio,largest_cluster_ratio,min_cluster_size,largest_cluster_size
RF,hierarchical,Agglomerative_ward,{'k': 19},19,0.2540478065358752,1.3215956010988106,307.3447157034713,0.16687473765725833,0.36401813353171447,0.6379746835443038,0.4506329113924051,0.8113124232385855,1975,0.0,0.12658227848101267,21,250
RF,density,DBSCAN,"{'eps': 0.2, 'min_samples': 5}",13,-0.3960584433806608,1.0330197815864788,8.784261683696114,0.00375553911460464,0.0919762563386267,1.0,0.0,0.0,1975,0.9463291139240506,0.013164556962025316,5,26
RF,density,DBSCAN,"{'eps': 0.2, 'min_samples': 10}",1,,,,,,,,,1975,0.9949367088607595,0.005063291139240506,10,10
RF,density,DBSCAN,"{'eps': 0.2, 'min_samples': 20}",0,,,,,,,,,1975,1.0,1.0,0,0
RF,density,DBSCAN,"{'eps': 0.4, 'min_samples': 5}",33,-0.3214811879335942,1.179108423850766,15.927967709998335,0.024464023421935533,0.2186948024467252,0.8150406504065041,0.18495934959349594,0.43006900561827976,1975,0.7508860759493671,0.021265822784810127,3,42
RF,density,DBSCAN,"{'eps': 0.4, 'min_samples': 10}",12,-0.310958404771793,1.2172796866636342,15.599691369897178,0.009488430233485477,0.14736141031837016,0.9747474747474747,0.025252525252525252,0.15891043154093204,1975,0.899746835443038,0.013164556962025316,10,26
RF,density,DBSCAN,"{'eps': 0.4, 'min_samples': 20}",2,0.01785832508668732,0.9824612907713762,26.701353373799954,0.0016458271312237635,0.04527702712151571,1.0,0.0,0.0,1975,0.9762025316455696,0.013164556962025316,21,26
RF,density,DBSCAN,"{'eps': 0.6, 'min_samples': 5}",64,-0.11875376095898714,1.3228604187117643,24.279257051304924,0.055475944037385115,0.2929568684519219,0.7411545623836127,0.27281191806331473,0.5484021142894778,1975,0.4562025316455696,0.10632911392405063,4,210
RF,density,DBSCAN,"{'eps': 0.6, 'min_samples': 10}",17,-0.2116058117752501,1.242115090857838,38.73457834744979,0.04219479875227698,0.23110083288964398,0.7310789049919485,0.27697262479871176,0.5413646501019735,1975,0.6855696202531646,0.09265822784810127,10,183
RF,density,DBSCAN,"{'eps': 0.6, 'min_samples': 20}",9,-0.2032635297474249,1.2477282884970164,36.30894551080498,0.019533323002117485,0.17076256334330914,0.7714285714285715,0.22857142857142856,0.47809144373375745,1975,0.8227848101265823,0.05012658227848101,22,99
