segmentId,name_vn,lat_start,lon_start,lat_end,lon_end,speedLimit,currentSpeed,freeFlowSpeed,congestionIndex,trafficVolume,crossTime,traffic_label,cluster_label_RF,speed_drop,congestion_level_desc,congestion_score
f6d6fdc8243654b3205cca9e58cd0e26,Hẻm 655 Đường 3 Tháng 2,10.756629,106.6661917,10.7533937,106.6666573,50.0,20.5,30.0,0.6833333333333333,1395.0,0.0878048780487804,C,3,9.5,Trung bình,0.36431398590731146
d21e230286ed05f3b67dd652c64f0201,Đường Xa Lộ Hà Nội,10.8010884,106.7392519,10.8020857,106.7438001,60.0,35.5,46.0,0.7717391304347826,1541.74,0.0507042253521126,E,1,10.5,Thông thoáng,0.42641862035912814
555304c560b2afe9670bbcb31285298a,Đường Trường Sơn,10.8125831,106.6647613,10.8140262,106.6643593,55.0,17.0,34.0,0.5,3150.0,0.1058823529411764,B,3,17.0,Đông,0.4075710344747815
e5e232dd1ecdfa053e24715dba274d25,Đường Hoàng Sa,10.7824606,106.6835712,10.7840477,106.6803024,55.0,7.0,13.5,0.5185185185185185,2453.33,0.2571428571428572,A,3,6.5,Rất đông / kẹt xe,0.28889426771699916
ed7605973c49b176471c75042af01014,Lương Định Của,10.7750334,106.7104127,10.7749435,106.7108802,50.0,26.0,32.0,0.8125,697.5,0.0692307692307692,D,1,6.0,Tương đối thoáng,0.37188359288001394
f3b77211e4a2df3a18a8db9e5af46cf9,Đường Đồng Văn Cống,10.7697992,106.7748933,10.7698665,106.7748651,60.0,49.0,49.0,1.0,720.0,0.036734693877551,E,1,0.0,Thông thoáng,0.413880133480617
3c5f99e1ae9591bff23b250b92c22484,Đường Trịnh Thị Miếng,10.8826122,106.6159517,10.8839449,106.6112355,50.0,26.0,36.0,0.7222222222222222,860.0,0.0692307692307692,D,1,10.0,Tương đối thoáng,0.3690987516979895
be2d989e54855044a68776ff4b143463,Đường Nguyễn Thượng Hiền,10.7770101,106.6820734,10.776852,106.6821788,40.0,19.0,34.0,0.5588235294117647,2308.24,0.0947368421052631,B,3,15.0,Đông,0.3868809038053452
cb19f4ec4fb65fd0ede65fb5ba4bb487,Đường Lý Chính Thắng,10.7792426,106.6820441,10.788335,106.6850959,55.0,12.0,28.0,0.4285714285714285,2777.14,0.15,B,3,16.0,Đông,0.3457296339934774
491e02e3f3e1182208ca7614ab5e7887,Quốc Lộ 1,10.8428093,106.6150302,10.8429984,106.6152871,60.0,18.0,18.0,1.0,720.0,0.1,B,1,0.0,Đông,0.413880133480617
67e2fc538cc2634d7f82c12196ed3f9c,Đường Liên Khu 3,10.8804438,106.8104451,10.8780069,106.8088204,50.0,39.5,55.0,0.7181818181818181,1734.55,0.0455696202531645,E,1,15.5,Thông thoáng,0.4539061394529299
bbb7badb4cb5b83e958214bebd1cebc2,Đường Lê Tuấn Mậu,10.7490204,106.625679,10.7482606,106.6267106,50.0,24.0,35.0,0.6857142857142857,1851.43,0.075,D,3,11.0,Tương đối thoáng,0.39768779701111445
2f743d00a75280e86e3a2fd3248fae97,Hẻm 234 Bạch Đằng,10.8029724,106.7101437,10.8033698,106.7048266,50.0,18.0,31.0,0.5806451612903226,3344.52,0.1,B,3,13.0,Đông,0.41902514762551657
